Member_ID,First_Name,Last_Name,Gender,Birth_Date,Height,Weight,Hours_Sleep,Calories_Consumed,Exercise_Calories_Burned,Date
7864524,Phil,Brown,M,1992-06-02,70,175,6,2525,751,2018-02-07
7864524,Phil,Brown,M,1992-06-02,70,175,9,2622,655,2018-02-08
7864524,Phil,Brown,M,1992-06-02,70,175,8,3067,1436,2018-02-09
7864524,Phil,Brown,M,1992-06-02,70,175,8,2768,808,2018-02-10
7864524,Phil,Brown,M,1992-06-02,70,175,7,2981,1211,2018-02-11
7864524,Phil,Brown,M,1992-06-02,70,175,9,3069,1221,2018-02-12
7864524,Phil,Brown,M,1992-06-02,70,175,8,2562,660,2018-02-13
7864524,Phil,Brown,M,1992-06-02,70,175,6,2783,840,2018-02-14
7864524,Phil,Brown,M,1992-06-02,70,175,6,3017,1365,2018-02-15
7864524,Phil,Brown,M,1992-06-02,70,175,9,2955,1259,2018-02-16
7864524,Phil,Brown,M,1992-06-02,70,175,6,3080,1025,2018-02-17
7864524,Phil,Brown,M,1992-06-02,70,175,8,2842,1119,2018-02-18
7864524,Phil,Brown,M,1992-06-02,70,175,7,2849,1157,2018-02-19
7864524,Phil,Brown,M,1992-06-02,70,175,6,2829,979,2018-02-20
7864524,Phil,Brown,M,1992-06-02,70,175,9,2596,640,2018-02-21
7864524,Phil,Brown,M,1992-06-02,70,175,8,2505,690,2018-02-22
7864524,Phil,Brown,M,1992-06-02,70,175,9,3181,1427,2018-02-23
7864524,Phil,Brown,M,1992-06-02,70,175,7,2691,773,2018-02-24
7864524,Phil,Brown,M,1992-06-02,70,175,9,2703,784,2018-02-25
7864524,Phil,Brown,M,1992-06-02,70,175,8,2810,912,2018-02-26
7864524,Phil,Brown,M,1992-06-02,70,175,7,3066,1375,2018-02-27
7864524,Phil,Brown,M,1992-06-02,70,175,9,3189,1382,2018-02-28
7864524,Phil,Brown,M,1992-06-02,70,175,7,2861,1201,2018-03-01
7864524,Phil,Brown,M,1992-06-02,70,175,9,2975,1260,2018-03-02
7864524,Phil,Brown,M,1992-06-02,70,175,7,2994,1327,2018-03-03
7864524,Phil,Brown,M,1992-06-02,70,175,7,2915,1203,2018-03-04
7864524,Phil,Brown,M,1992-06-02,70,175,7,2819,873,2018-03-05
7864524,Phil,Brown,M,1992-06-02,70,175,8,2771,856,2018-03-06
7864524,Phil,Brown,M,1992-06-02,70,175,8,3090,1033,2018-03-07
7864524,Phil,Brown,M,1992-06-02,70,175,8,2476,727,2018-03-08
7864524,Phil,Brown,M,1992-06-02,70,175,6,2511,677,2018-03-09
7864524,Phil,Brown,M,1992-06-02,70,175,7,3104,1132,2018-03-10
7864524,Phil,Brown,M,1992-06-02,70,175,9,2542,621,2018-03-11
7864524,Phil,Brown,M,1992-06-02,70,175,6,3180,1320,2018-03-12
7864524,Phil,Brown,M,1992-06-02,70,175,6,2930,931,2018-03-13
7864524,Phil,Brown,M,1992-06-02,70,175,6,2928,1015,2018-03-14
7864524,Phil,Brown,M,1992-06-02,70,175,9,2863,1023,2018-03-15
7864524,Phil,Brown,M,1992-06-02,70,175,9,2650,853,2018-03-16
7864524,Phil,Brown,M,1992-06-02,70,175,6,2437,583,2018-03-17
7864524,Phil,Brown,M,1992-06-02,70,175,7,2915,1013,2018-03-18
7864524,Phil,Brown,M,1992-06-02,70,175,8,3097,1126,2018-03-19
7864524,Phil,Brown,M,1992-06-02,70,175,7,2633,734,2018-03-20
7864524,Phil,Brown,M,1992-06-02,70,175,8,2717,771,2018-03-21
7864524,Phil,Brown,M,1992-06-02,70,175,8,2927,1014,2018-03-22
7864524,Phil,Brown,M,1992-06-02,70,175,7,2623,778,2018-03-23
7864524,Phil,Brown,M,1992-06-02,70,175,6,2912,978,2018-03-24
7864524,Phil,Brown,M,1992-06-02,70,175,8,2835,1063,2018-03-25
7864524,Phil,Brown,M,1992-06-02,70,175,7,2660,936,2018-03-26
7864524,Phil,Brown,M,1992-06-02,70,175,6,3172,1155,2018-03-27
7864524,Phil,Brown,M,1992-06-02,70,175,6,2878,1089,2018-03-28
7864524,Phil,Brown,M,1992-06-02,70,175,6,2894,920,2018-03-29
7864524,Phil,Brown,M,1992-06-02,70,175,8,2561,736,2018-03-30
7864524,Phil,Brown,M,1992-06-02,70,175,6,2643,752,2018-03-31
7864524,Phil,Brown,M,1992-06-02,70,175,9,2610,675,2018-04-01
7864524,Phil,Brown,M,1992-06-02,70,175,9,2745,991,2018-04-02
7864524,Phil,Brown,M,1992-06-02,70,175,7,2635,922,2018-04-03
7864524,Phil,Brown,M,1992-06-02,70,175,6,3017,1284,2018-04-04
7864524,Phil,Brown,M,1992-06-02,70,175,8,2512,626,2018-04-05
7864524,Phil,Brown,M,1992-06-02,70,175,7,2414,482,2018-04-06
7864524,Phil,Brown,M,1992-06-02,70,175,8,2634,666,2018-04-07
7864524,Phil,Brown,M,1992-06-02,70,175,9,2678,875,2018-04-08
7864524,Phil,Brown,M,1992-06-02,70,175,7,2838,880,2018-04-09
7864524,Phil,Brown,M,1992-06-02,70,175,9,2767,862,2018-04-10
7864524,Phil,Brown,M,1992-06-02,70,175,7,2562,639,2018-04-11
7864524,Phil,Brown,M,1992-06-02,70,175,9,2467,607,2018-04-12
7864524,Phil,Brown,M,1992-06-02,70,175,8,2808,787,2018-04-13
7864524,Phil,Brown,M,1992-06-02,70,175,8,3163,1081,2018-04-14
7864524,Phil,Brown,M,1992-06-02,70,175,9,2776,1099,2018-04-15
7864524,Phil,Brown,M,1992-06-02,70,175,7,2797,1106,2018-04-16
7864524,Phil,Brown,M,1992-06-02,70,175,9,2681,928,2018-04-17
7864524,Phil,Brown,M,1992-06-02,70,175,7,2528,574,2018-04-18
7864524,Phil,Brown,M,1992-06-02,70,175,7,3180,1267,2018-04-19
7864524,Phil,Brown,M,1992-06-02,70,175,7,2906,1119,2018-04-20
7864524,Phil,Brown,M,1992-06-02,70,175,8,2578,696,2018-04-21
7864524,Phil,Brown,M,1992-06-02,70,175,7,2649,781,2018-04-22
7864524,Phil,Brown,M,1992-06-02,70,175,8,2927,1227,2018-04-23
7864524,Phil,Brown,M,1992-06-02,70,175,6,2896,1171,2018-04-24
7864524,Phil,Brown,M,1992-06-02,70,175,9,2535,621,2018-04-25
7864524,Phil,Brown,M,1992-06-02,70,175,6,2908,838,2018-04-26
7864524,Phil,Brown,M,1992-06-02,70,175,9,2628,852,2018-04-27
7864524,Phil,Brown,M,1992-06-02,70,175,9,2968,1307,2018-04-28
7864524,Phil,Brown,M,1992-06-02,70,175,9,2456,679,2018-04-29
7864524,Phil,Brown,M,1992-06-02,70,175,8,2481,627,2018-04-30
7864524,Phil,Brown,M,1992-06-02,70,175,7,2649,915,2018-05-01
7864524,Phil,Brown,M,1992-06-02,70,175,6,2442,658,2018-05-02
7864524,Phil,Brown,M,1992-06-02,70,175,9,2920,1134,2018-05-03
7864524,Phil,Brown,M,1992-06-02,70,175,9,2535,567,2018-05-04
7864524,Phil,Brown,M,1992-06-02,70,175,9,2891,835,2018-05-05
7864524,Phil,Brown,M,1992-06-02,70,175,8,2604,781,2018-05-06
7864524,Phil,Brown,M,1992-06-02,70,175,8,2918,899,2018-05-07
7864524,Phil,Brown,M,1992-06-02,70,175,9,2970,1077,2018-05-08
7864524,Phil,Brown,M,1992-06-02,70,175,8,3046,1079,2018-05-09
7864524,Phil,Brown,M,1992-06-02,70,175,7,2721,887,2018-05-10
7864524,Phil,Brown,M,1992-06-02,70,175,7,2851,951,2018-05-11
7864524,Phil,Brown,M,1992-06-02,70,175,6,2831,1058,2018-05-12
7864524,Phil,Brown,M,1992-06-02,70,175,6,2889,823,2018-05-13
7864524,Phil,Brown,M,1992-06-02,70,175,9,3047,1080,2018-05-14
7864524,Phil,Brown,M,1992-06-02,70,175,8,2829,1105,2018-05-15
7864524,Phil,Brown,M,1992-06-02,70,175,8,2480,713,2018-05-16
7864524,Phil,Brown,M,1992-06-02,70,175,9,2852,1081,2018-05-17
7864524,Phil,Brown,M,1992-06-02,70,175,6,2512,645,2018-05-18
7864524,Phil,Brown,M,1992-06-02,70,175,9,2549,689,2018-05-19
7864524,Phil,Brown,M,1992-06-02,70,175,7,2571,619,2018-05-20
7864524,Phil,Brown,M,1992-06-02,70,175,9,2537,630,2018-05-21
7864524,Phil,Brown,M,1992-06-02,70,175,7,2556,626,2018-05-22
7864524,Phil,Brown,M,1992-06-02,70,175,9,2827,996,2018-05-23
7864524,Phil,Brown,M,1992-06-02,70,175,7,2747,807,2018-05-24
7864524,Phil,Brown,M,1992-06-02,70,175,7,3031,1230,2018-05-25
7864524,Phil,Brown,M,1992-06-02,70,175,6,2414,654,2018-05-26
7864524,Phil,Brown,M,1992-06-02,70,175,7,2569,759,2018-05-27
7864524,Phil,Brown,M,1992-06-02,70,175,9,2648,922,2018-05-28
7864524,Phil,Brown,M,1992-06-02,70,175,9,2767,961,2018-05-29
7864524,Phil,Brown,M,1992-06-02,70,175,9,2647,897,2018-05-30
7864524,Phil,Brown,M,1992-06-02,70,175,7,2456,477,2018-05-31
7864524,Phil,Brown,M,1992-06-02,70,175,7,2596,640,2018-06-01
7864524,Phil,Brown,M,1992-06-02,70,175,7,3060,1200,2018-06-02
7864524,Phil,Brown,M,1992-06-02,70,175,8,2476,616,2018-06-03
7864524,Phil,Brown,M,1992-06-02,70,175,7,2803,962,2018-06-04
7864524,Phil,Brown,M,1992-06-02,70,175,9,3106,1234,2018-06-05
7864524,Phil,Brown,M,1992-06-02,70,175,9,2903,1085,2018-06-06
7864524,Phil,Brown,M,1992-06-02,70,175,6,2638,731,2018-06-07
7864524,Phil,Brown,M,1992-06-02,70,175,6,2509,617,2018-06-08
7864524,Phil,Brown,M,1992-06-02,70,175,8,3002,1233,2018-06-09
7864524,Phil,Brown,M,1992-06-02,70,175,8,3152,1318,2018-06-10
7864524,Phil,Brown,M,1992-06-02,70,175,8,3069,1197,2018-06-11
7864524,Phil,Brown,M,1992-06-02,70,175,9,2921,1050,2018-06-12
7864524,Phil,Brown,M,1992-06-02,70,175,9,2422,450,2018-06-13
7864524,Phil,Brown,M,1992-06-02,70,175,8,2641,922,2018-06-14
7864524,Phil,Brown,M,1992-06-02,70,175,8,2817,833,2018-06-15
7864524,Phil,Brown,M,1992-06-02,70,175,6,3017,1226,2018-06-16
7864524,Phil,Brown,M,1992-06-02,70,175,9,2718,884,2018-06-17
7864524,Phil,Brown,M,1992-06-02,70,175,8,2640,733,2018-06-18
7864524,Phil,Brown,M,1992-06-02,70,175,8,2470,653,2018-06-19
7864524,Phil,Brown,M,1992-06-02,70,175,8,2599,672,2018-06-20
7864524,Phil,Brown,M,1992-06-02,70,175,6,3010,1116,2018-06-21
7864524,Phil,Brown,M,1992-06-02,70,175,7,3039,1238,2018-06-22
7864524,Phil,Brown,M,1992-06-02,70,175,6,2573,684,2018-06-23
7864524,Phil,Brown,M,1992-06-02,70,175,6,2861,1001,2018-06-24
7864524,Phil,Brown,M,1992-06-02,70,175,8,3035,987,2018-06-25
7864524,Phil,Brown,M,1992-06-02,70,175,8,3025,1316,2018-06-26
7864524,Phil,Brown,M,1992-06-02,70,175,6,3190,1330,2018-06-27
7864524,Phil,Brown,M,1992-06-02,70,175,8,3156,1452,2018-06-28
7864524,Phil,Brown,M,1992-06-02,70,175,8,2600,688,2018-06-29
7864524,Phil,Brown,M,1992-06-02,70,175,7,2801,1120,2018-06-30
7864524,Phil,Brown,M,1992-06-02,70,175,8,3041,1134,2018-07-01
7864524,Phil,Brown,M,1992-06-02,70,175,8,2776,870,2018-07-02
7864524,Phil,Brown,M,1992-06-02,70,175,7,2888,925,2018-07-03
7864524,Phil,Brown,M,1992-06-02,70,175,9,2603,676,2018-07-04
7864524,Phil,Brown,M,1992-06-02,70,175,6,2984,910,2018-07-05
7864524,Phil,Brown,M,1992-06-02,70,175,6,3037,989,2018-07-06
7864524,Phil,Brown,M,1992-06-02,70,175,8,2703,902,2018-07-07
7864524,Phil,Brown,M,1992-06-02,70,175,8,2633,827,2018-07-08
7864524,Phil,Brown,M,1992-06-02,70,175,9,2437,525,2018-07-09
7864524,Phil,Brown,M,1992-06-02,70,175,7,3070,1283,2018-07-10
7864524,Phil,Brown,M,1992-06-02,70,175,7,2731,915,2018-07-11
7864524,Phil,Brown,M,1992-06-02,70,175,7,2930,1273,2018-07-12
7864524,Phil,Brown,M,1992-06-02,70,175,8,2848,978,2018-07-13
7864524,Phil,Brown,M,1992-06-02,70,175,7,3106,1096,2018-07-14
7864524,Phil,Brown,M,1992-06-02,70,175,6,3163,1498,2018-07-15
7864524,Phil,Brown,M,1992-06-02,70,175,6,2959,967,2018-07-16
7864524,Phil,Brown,M,1992-06-02,70,175,9,2574,793,2018-07-17
7864524,Phil,Brown,M,1992-06-02,70,175,7,2745,912,2018-07-18
7864524,Phil,Brown,M,1992-06-02,70,175,8,3007,1227,2018-07-19
7864524,Phil,Brown,M,1992-06-02,70,175,7,3100,1203,2018-07-20
7864524,Phil,Brown,M,1992-06-02,70,175,7,2567,841,2018-07-21
7864524,Phil,Brown,M,1992-06-02,70,175,8,3168,1570,2018-07-22
7864524,Phil,Brown,M,1992-06-02,70,175,8,2514,719,2018-07-23
7864524,Phil,Brown,M,1992-06-02,70,175,7,2827,841,2018-07-24
7864524,Phil,Brown,M,1992-06-02,70,175,9,2408,510,2018-07-25
7864524,Phil,Brown,M,1992-06-02,70,175,7,2937,872,2018-07-26
7864524,Phil,Brown,M,1992-06-02,70,175,8,3053,1372,2018-07-27
7864524,Phil,Brown,M,1992-06-02,70,175,7,2411,523,2018-07-28
7864524,Phil,Brown,M,1992-06-02,70,175,8,2991,1188,2018-07-29
7864524,Phil,Brown,M,1992-06-02,70,175,6,2943,1224,2018-07-30
7864524,Phil,Brown,M,1992-06-02,70,175,6,2815,1041,2018-07-31
7864524,Phil,Brown,M,1992-06-02,70,175,9,2896,1077,2018-08-01
7864524,Phil,Brown,M,1992-06-02,70,175,6,2861,1121,2018-08-02
7864524,Phil,Brown,M,1992-06-02,70,175,7,2494,634,2018-08-03
7864524,Phil,Brown,M,1992-06-02,70,175,9,2485,644,2018-08-04
7864524,Phil,Brown,M,1992-06-02,70,175,6,3169,1348,2018-08-05
7864524,Phil,Brown,M,1992-06-02,70,175,9,2724,1020,2018-08-06
7864524,Phil,Brown,M,1992-06-02,70,175,9,2815,840,2018-08-07
7864524,Phil,Brown,M,1992-06-02,70,175,9,2769,954,2018-08-08
7864524,Phil,Brown,M,1992-06-02,70,175,6,2679,721,2018-08-09
7864524,Phil,Brown,M,1992-06-02,70,175,9,2815,1127,2018-08-10
7864524,Phil,Brown,M,1992-06-02,70,175,6,2429,643,2018-08-11
7864524,Phil,Brown,M,1992-06-02,70,175,8,2650,687,2018-08-12
7864524,Phil,Brown,M,1992-06-02,70,175,6,2461,505,2018-08-13
7864524,Phil,Brown,M,1992-06-02,70,175,8,2988,914,2018-08-14
7864524,Phil,Brown,M,1992-06-02,70,175,6,2682,789,2018-08-15
7864524,Phil,Brown,M,1992-06-02,70,175,8,2976,1216,2018-08-16
7864524,Phil,Brown,M,1992-06-02,70,175,8,2400,567,2018-08-17
7864524,Phil,Brown,M,1992-06-02,70,175,6,3177,1172,2018-08-18
7864524,Phil,Brown,M,1992-06-02,70,175,8,3189,1090,2018-08-19
7864524,Phil,Brown,M,1992-06-02,70,175,6,2596,736,2018-08-20
7864524,Phil,Brown,M,1992-06-02,70,175,7,2621,609,2018-08-21
7864524,Phil,Brown,M,1992-06-02,70,175,7,2675,685,2018-08-22
7864524,Phil,Brown,M,1992-06-02,70,175,6,3090,1107,2018-08-23
7864524,Phil,Brown,M,1992-06-02,70,175,6,2943,931,2018-08-24
7864524,Phil,Brown,M,1992-06-02,70,175,9,2607,822,2018-08-25
7864524,Phil,Brown,M,1992-06-02,70,175,9,2552,602,2018-08-26
7864524,Phil,Brown,M,1992-06-02,70,175,8,2925,990,2018-08-27
7864524,Phil,Brown,M,1992-06-02,70,175,7,2455,595,2018-08-28
7864524,Phil,Brown,M,1992-06-02,70,175,7,2532,719,2018-08-29
7864524,Phil,Brown,M,1992-06-02,70,175,7,2841,971,2018-08-30
7864524,Phil,Brown,M,1992-06-02,70,175,7,3110,1013,2018-08-31
7864524,Phil,Brown,M,1992-06-02,70,175,9,2996,1250,2018-09-01
7864524,Phil,Brown,M,1992-06-02,70,175,8,3023,1233,2018-09-02
7864524,Phil,Brown,M,1992-06-02,70,175,9,3131,1462,2018-09-03
7864524,Phil,Brown,M,1992-06-02,70,175,9,2515,524,2018-09-04
7864524,Phil,Brown,M,1992-06-02,70,175,9,2610,758,2018-09-05
7864524,Phil,Brown,M,1992-06-02,70,175,7,2498,689,2018-09-06
7864524,Phil,Brown,M,1992-06-02,70,175,9,2851,922,2018-09-07
7864524,Phil,Brown,M,1992-06-02,70,175,7,2731,723,2018-09-08
7864524,Phil,Brown,M,1992-06-02,70,175,6,2635,837,2018-09-09
7864524,Phil,Brown,M,1992-06-02,70,175,7,2534,681,2018-09-10
7864524,Phil,Brown,M,1992-06-02,70,175,7,2691,673,2018-09-11
7864524,Phil,Brown,M,1992-06-02,70,175,9,2460,612,2018-09-12
7864524,Phil,Brown,M,1992-06-02,70,175,6,2723,958,2018-09-13
7864524,Phil,Brown,M,1992-06-02,70,175,7,2568,736,2018-09-14
7864524,Phil,Brown,M,1992-06-02,70,175,9,2467,619,2018-09-15
7864524,Phil,Brown,M,1992-06-02,70,175,6,2881,1144,2018-09-16
7864524,Phil,Brown,M,1992-06-02,70,175,9,2682,896,2018-09-17
7864524,Phil,Brown,M,1992-06-02,70,175,9,2748,924,2018-09-18
7864524,Phil,Brown,M,1992-06-02,70,175,9,2831,1068,2018-09-19
7864524,Phil,Brown,M,1992-06-02,70,175,7,2530,616,2018-09-20
7864524,Phil,Brown,M,1992-06-02,70,175,6,3182,1150,2018-09-21
7864524,Phil,Brown,M,1992-06-02,70,175,9,3199,1111,2018-09-22
7864524,Phil,Brown,M,1992-06-02,70,175,6,2519,606,2018-09-23
7864524,Phil,Brown,M,1992-06-02,70,175,9,3087,1387,2018-09-24
7864524,Phil,Brown,M,1992-06-02,70,175,8,3139,1228,2018-09-25
7864524,Phil,Brown,M,1992-06-02,70,175,6,2584,811,2018-09-26
7864524,Phil,Brown,M,1992-06-02,70,175,7,2477,703,2018-09-27
7864524,Phil,Brown,M,1992-06-02,70,175,8,2683,864,2018-09-28
7864524,Phil,Brown,M,1992-06-02,70,175,9,2757,960,2018-09-29
7864524,Phil,Brown,M,1992-06-02,70,175,8,3153,1034,2018-09-30
7864524,Phil,Brown,M,1992-06-02,70,175,9,2971,1155,2018-10-01
7864524,Phil,Brown,M,1992-06-02,70,175,8,2410,611,2018-10-02
7864524,Phil,Brown,M,1992-06-02,70,175,7,2428,636,2018-10-03
7864524,Phil,Brown,M,1992-06-02,70,175,9,2488,578,2018-10-04
7864524,Phil,Brown,M,1992-06-02,70,175,8,2823,790,2018-10-05
7864524,Phil,Brown,M,1992-06-02,70,175,9,2734,926,2018-10-06
7864524,Phil,Brown,M,1992-06-02,70,175,6,3197,1203,2018-10-07
7864524,Phil,Brown,M,1992-06-02,70,175,7,3077,1351,2018-10-08
7864524,Phil,Brown,M,1992-06-02,70,175,9,2743,883,2018-10-09
7864524,Phil,Brown,M,1992-06-02,70,175,6,2443,466,2018-10-10
7864524,Phil,Brown,M,1992-06-02,70,175,6,2992,1358,2018-10-11
7864524,Phil,Brown,M,1992-06-02,70,175,9,2867,916,2018-10-12
7864524,Phil,Brown,M,1992-06-02,70,175,6,2739,1011,2018-10-13
7864524,Phil,Brown,M,1992-06-02,70,175,9,2579,647,2018-10-14
7864524,Phil,Brown,M,1992-06-02,70,175,9,2727,971,2018-10-15
7864524,Phil,Brown,M,1992-06-02,70,175,9,2503,559,2018-10-16
7864524,Phil,Brown,M,1992-06-02,70,175,7,3180,1162,2018-10-17
7864524,Phil,Brown,M,1992-06-02,70,175,8,2786,1111,2018-10-18
7864524,Phil,Brown,M,1992-06-02,70,175,7,2567,813,2018-10-19
7864524,Phil,Brown,M,1992-06-02,70,175,7,2449,495,2018-10-20
7864524,Phil,Brown,M,1992-06-02,70,175,9,2465,678,2018-10-21
7864524,Phil,Brown,M,1992-06-02,70,175,7,2690,979,2018-10-22
7864524,Phil,Brown,M,1992-06-02,70,175,7,2831,884,2018-10-23
7864524,Phil,Brown,M,1992-06-02,70,175,9,2409,489,2018-10-24
7864524,Phil,Brown,M,1992-06-02,70,175,7,2891,1031,2018-10-25
7864524,Phil,Brown,M,1992-06-02,70,175,7,2431,640,2018-10-26
7864524,Phil,Brown,M,1992-06-02,70,175,8,2687,968,2018-10-27
7864524,Phil,Brown,M,1992-06-02,70,175,8,3061,1141,2018-10-28
7864524,Phil,Brown,M,1992-06-02,70,175,7,2880,969,2018-10-29
7864524,Phil,Brown,M,1992-06-02,70,175,7,2418,480,2018-10-30
7864524,Phil,Brown,M,1992-06-02,70,175,7,2732,968,2018-10-31
7864524,Phil,Brown,M,1992-06-02,70,175,7,2576,852,2018-11-01
7864524,Phil,Brown,M,1992-06-02,70,175,8,3166,1110,2018-11-02
7864524,Phil,Brown,M,1992-06-02,70,175,6,3195,1455,2018-11-03
7864524,Phil,Brown,M,1992-06-02,70,175,8,2763,903,2018-11-04
7864524,Phil,Brown,M,1992-06-02,70,175,7,2414,460,2018-11-05
7864524,Phil,Brown,M,1992-06-02,70,175,8,2484,499,2018-11-06
7864524,Phil,Brown,M,1992-06-02,70,175,6,3146,1453,2018-11-07
7864524,Phil,Brown,M,1992-06-02,70,175,7,2535,587,2018-11-08
7864524,Phil,Brown,M,1992-06-02,70,175,7,2998,956,2018-11-09
7864524,Phil,Brown,M,1992-06-02,70,175,6,3026,991,2018-11-10
7864524,Phil,Brown,M,1992-06-02,70,175,7,2760,819,2018-11-11
7864524,Phil,Brown,M,1992-06-02,70,175,8,2603,869,2018-11-12
7864524,Phil,Brown,M,1992-06-02,70,175,6,2722,810,2018-11-13
7864524,Phil,Brown,M,1992-06-02,70,175,7,3161,1067,2018-11-14
7864524,Phil,Brown,M,1992-06-02,70,175,8,2868,897,2018-11-15
7864524,Phil,Brown,M,1992-06-02,70,175,6,3032,973,2018-11-16
7864524,Phil,Brown,M,1992-06-02,70,175,9,2417,618,2018-11-17
7864524,Phil,Brown,M,1992-06-02,70,175,8,2896,1109,2018-11-18
7864524,Phil,Brown,M,1992-06-02,70,175,9,2714,948,2018-11-19
7864524,Phil,Brown,M,1992-06-02,70,175,7,2808,1043,2018-11-20
7864524,Phil,Brown,M,1992-06-02,70,175,7,2496,668,2018-11-21
7864524,Phil,Brown,M,1992-06-02,70,175,9,2650,869,2018-11-22
7864524,Phil,Brown,M,1992-06-02,70,175,7,2456,602,2018-11-23
7864524,Phil,Brown,M,1992-06-02,70,175,7,2988,936,2018-11-24
7864524,Phil,Brown,M,1992-06-02,70,175,9,2639,865,2018-11-25
7864524,Phil,Brown,M,1992-06-02,70,175,6,2606,656,2018-11-26
7864524,Phil,Brown,M,1992-06-02,70,175,7,2633,719,2018-11-27
7864524,Phil,Brown,M,1992-06-02,70,175,8,2977,1173,2018-11-28
7864524,Phil,Brown,M,1992-06-02,70,175,8,3086,1422,2018-11-29
7864524,Phil,Brown,M,1992-06-02,70,175,9,3175,1302,2018-11-30
7864524,Phil,Brown,M,1992-06-02,70,175,6,2764,796,2018-12-01
7864524,Phil,Brown,M,1992-06-02,70,175,9,2852,843,2018-12-02
7864524,Phil,Brown,M,1992-06-02,70,175,7,2585,769,2018-12-03
7864524,Phil,Brown,M,1992-06-02,70,175,9,3062,1142,2018-12-04
7864524,Phil,Brown,M,1992-06-02,70,175,7,2730,1018,2018-12-05
7864524,Phil,Brown,M,1992-06-02,70,175,7,2673,764,2018-12-06
7864524,Phil,Brown,M,1992-06-02,70,175,6,2795,907,2018-12-07
7864524,Phil,Brown,M,1992-06-02,70,175,8,3071,1029,2018-12-08
7864524,Phil,Brown,M,1992-06-02,70,175,8,2632,749,2018-12-09
7864524,Phil,Brown,M,1992-06-02,70,175,6,2836,996,2018-12-10
7864524,Phil,Brown,M,1992-06-02,70,175,6,2880,918,2018-12-11
7864524,Phil,Brown,M,1992-06-02,70,175,9,2675,945,2018-12-12
7864524,Phil,Brown,M,1992-06-02,70,175,6,2410,583,2018-12-13
7864524,Phil,Brown,M,1992-06-02,70,175,8,3076,1362,2018-12-14
7864524,Phil,Brown,M,1992-06-02,70,175,6,3118,1032,2018-12-15
7864524,Phil,Brown,M,1992-06-02,70,175,6,2726,823,2018-12-16
7864524,Phil,Brown,M,1992-06-02,70,175,7,2729,782,2018-12-17
7864524,Phil,Brown,M,1992-06-02,70,175,7,2469,658,2018-12-18
7864524,Phil,Brown,M,1992-06-02,70,175,7,2584,608,2018-12-19
